[000:00] 然后我们现在目前我看大家都已经陆陆续续上线了
[102:04] 我们自己产品的性价比
[102:05] 来去吸引消费者的关注和点击
[102:08] 那么当它点击了之后
[102:10] 进入到了listing之后
[102:11] 我们的listing上
[102:12] 能不能去做好这个产品本身
[102:14] 因为消费者关心的是质量好不好
[102:16] 对不对
[102:17] 那它的质量的一个背书
[102:18] 第二个
[102:19] 它关心的是
[102:20] 它的这个产品
[102:22] 是不是具备着
[102:24] 我希望要去满足的一些特定的功能
[102:27] 所以你的功能的展示是非常重要的
[102:29] 那在这个过程当中去建立
[102:30] 它对你的信任度
[102:31] 从而才会去进一步的
[102:33] 在它等到促销来临的时候
[102:36] 可以去做一个促销转化
[102:38] 那当然这类型的产品
[102:40] 它还有个很大的特点是什么
[102:41] 很大的特点是因为
[102:42] 它其实是在每一个
[102:44] 每一个特殊的时间节点
[102:45] 它都会去产生这类型的需求
[102:47] 而这类型的需求
[102:48] 更多的是属于基础类的产品
[102:50] 和功能性的一个满足
[102:52] 那么因此
[102:53] 如果说在前面
[102:54] 它对你的产品的体验是好的情况下
[102:57] 那么它会在下一次
[102:59] 再一次就是来到了这个节点的时候
[103:01] 它需要这个产品的时候
[103:03] 它会去愿意去采购
[103:05] 采购或者是叫做去复用
[103:07] 之前已经用过的这样一个选择
[103:09] 所以说我们可以看一下
[103:11] 整个广告
[103:11] 其实在这个过程当中的话
[103:13] 我们是可以通过广告的方式
[103:14] 来去影响消费者的
[103:16] 那么回过头来我们就来看一下
[103:17] 那么在这样一个
[103:19] 整个的消费者的购买决策路径当中
[103:22] 那么对于周期性的广告产品来讲
[103:24] 我们其实很重要的核心点
[103:27] 就是我们要去做好这样一个跨周期
[103:29] 去积累自身的优势
[103:31] 并且去利用好促销节点
[103:33] 来去做好转化
[103:34] 那这个是我们要去核心去展
[103:36] 去去做的一个广告的核心的打法
[103:39] 那为什么这么讲呢
[103:41] 其实很简单
[103:41] 因为我们刚才讲到
[103:43] 我们可以想一下
[103:44] 如果季节性的产品
[103:45] 比如说像连衣裙
[103:46] 我们卖的是什么
[103:47] 我们卖的是到了季节之后
[103:49] 我该换漂亮的新裙子的
[103:50] 对吗
[103:51] 那么到了这种周期性的产品
[103:53] 我们以万圣节
[103:54] 女巫装办的
[103:56] 这个类似于这种服饰类的
[103:57] 就是以角色扮演服装为例
[104:00] 我们会发现说
[104:01] 其实这类型的产品
[104:03] 它卖的更像是我到了这个时间点
[104:05] 我是需要有一个
[104:06] 能够直接帮我去解决问题的工具和方案
[104:09] 那么这类型的产品
[104:11] 消费者他想的并不是说
[104:13] 这个裙子我穿上之后好不好穿搭
[104:16] 或者是说明年它还流不流行
[104:18] 他想的更多的是什么
[104:20] 他想的更多的是不是
[104:22] 万圣节快到了
[104:23] 我要去参加派对
[104:24] 或者是学校孩子有活动
[104:26] 那么朋友就会要拍照
[104:28] 我得要有一套穿起来像女巫的
[104:31] 而且买回来就能直接穿的衣服
[104:33] 对吗
[104:34] 所以说这类型的产品
[104:36] 它广告的重点
[104:38] 一开始我们不是要去讲好不好看
[104:41] 而是说你能不能满足他当下的这个诉求
[104:45] 那么因此基于这样一个原因
[104:48] 那么他和前面的联谊群的话
[104:50] 他就是一个完全不同的打法和逻辑了
[104:53] 所以我们再看一下
[104:54] 这类型的产品
[104:56] 广告的核心任务
[104:57] 就是要做的是
[104:58] 在每个促销节点来之前
[105:00] 去推动本身这个产品
[105:02] 他的一个排名
[105:03] 曝光等等
[105:04] 为这样的一些事情去做蓄水
[105:07] 那么在大处期间
[105:08] 去做高性价比的一个承接流量
[105:11] 那么同时
[105:12] 在这个过程当中
[105:14] 因为这类型的产品
[105:15] 它不太受
[105:16] 不太受趋势的一个变化影响
[105:19] 所以它其实是会
[105:20] 会在整个销售的周期上
[105:22] 它会呈现两到三次的高峰期
[105:24] 也就是说它是在跨
[105:26] 它是可以跨周期去进行一个销售的
[105:29] 那因此的话
[105:30] 对于跨周期的产品而言
[105:31] 我们要做好的是
[105:33] 在每一个周期
[105:34] 不断的去积累自身这个产品的优势
[105:37] 那么为我下一个销售周期呢
[105:39] 去构建更强的竞争的
[105:41] 这样一个竞争力
[105:42] 所以这个是我们看到的
[105:44] 周期性的产品
[105:44] 通过消费者的需求的这个角度
[105:47] 以及消费者决策的这个过程当中
[105:49] 我们去找到的这样一个核心的打法
[105:51] 那这个打法到底对不对
[105:52] 我们一起来去找一下这个类型的产品
[105:56] 我们去找一下真实的案例
[105:58] 来去验证一下
[105:59] 所以我们就进一步的来看看
[106:01] 亚马逊的广告后台
[106:04] 通过分析美国服饰品类
[106:06] 我们还是以刚才讲到的
[106:08] 像女巫
[106:09] 女巫的这种装扮的角色服为例
[106:13] !
[106:13] 以这个Custom Outfit
[106:15] 这个类型的产品为例
[106:17] 我们就去拉了一下
[106:19] 这类型的产品
[106:20] 头部的20%的A色
[106:22] 和尾部20%的A色
[106:24] 它们之间的生命周期的趋势图的对比
[106:27] 那我们就会发现一个有意思的现象
[106:29] 大家可以看一下左右两张图
[106:31] 那么左边这张图的话是头部A色
[106:34] 它在整个生命周期的趋势图内
[106:36] 它出现了两到三次的高峰值
[106:39] 形成的是一个周期性复活的一个趋势
[106:42] 那么它的整个生命趋势的话
[106:44] 也是达到了36个月以上
[106:46] 也就是说当到达了36个月的时候
[106:49] 它依然没有去进入到它的衰退期
[106:51] 那我们来看一下尾部的A色
[106:53] 尾部的A色是不是会发现
[106:55] 就右边的这张图
[106:56] 会发现说虽然它在第二个月达到峰值之后
[106:59] 它也有去快速下降
[107:00] 那么到第14个月和第26个月
[107:03] 它也具有一个小幅的峰值
[107:07] 但是这里大家可以看一下
[107:09] 虽然都有峰值
[107:10] 但是它的峰值与峰值之间的这样一个增速
[107:14] 大家发现是不是会有很大的不同
[107:16] 左边的这个第一次的峰值到第二次的峰值
[107:20] 它是一个快速急剧上升的一个状态
[107:23] 那么第二次和第三次
[107:24] 它之间的一个区别其实是非常微弱的
[107:28] 但是我们可以看一下右边的这张图
[107:29] 右边其实它第一次就已经达到峰值
[107:31] 也就是它第一个望急
[107:32] 它达到峰值之后第二个望急
[107:34] 它其实是增长
[107:35] 是相对比较乏力的
[107:36] 到了第三个望急
[107:37] 明显下降的非常厉害
[107:39] 所以这其实中间还是会有很大的差距
[107:42] 而这个差距体现在生命周期上
[107:44] 我们就可以看到头部A色
[107:46] 它是尾部A色
[107:47] 或者叫做同类A色的4到7倍
[107:49] 那到底头部A色
[107:51] 它到底做对了什么吗
[107:52] 我们就进一步的来去看看头部A色在三个周期内
[107:56] 它的广告的头放上
[107:59] 它的表现相对尾部A色而言
[108:01] 到底它有哪些数据
[108:04] 是我们可以去找到的一些关键的
[108:07] 它的成功的秘诀的
[108:08] 好我们就来看看这个部分的数
[108:11] 那这个部分的数的话
[108:12] 还是采用的是刚才我们用到的这个Custom Outfit
[108:15] 以这种角色扮演服的这个类目的产品
[108:20] 我们去拉了一下
[108:21] 我们会发现说头部A色对比尾部A色在三个阶段
[108:25] 就三个生命的关键周期
[108:27] 新品期成长期成熟期
[108:28] 那么在SP的投放和SP的参与度上
[108:31] 也是出现了一些有意思的数据
[108:34] 大家可以看一下这种数据
[108:36] 然后也可以把你对这种数据当中
[108:38] 你觉得特别有意思的一个点
[108:39] 你可以打到聊天框
[108:40] 或者是如果时间来不及
[108:42] 也可以去放到自己的笔记上
[108:44] 我们来看看这些数据当中
[108:47] 又有哪些可以值得我们去深挖和参考的地方
[108:51] 好我们来看一下
[108:53] 在这种数据当中的话
[108:54] 我们先来看一下新品期
[108:56] 那新品期的话
[108:57] 大家可以看一下
[108:58] 它是不是在这个时候是以1.4倍的CPC
[109:01] 去换来了10.2倍的点击优势
[109:04] 我们可以看一下Click是不是到了10.2倍
[109:06] 那么CPC是1.4倍
[109:08] 那么CVR是一开始
[109:10] 它就建立了1.6倍于尾部A色的一个优先的
[109:14] 这样一个领先的状态
[109:16] 那么SB在整个新品期当中
[109:18] 它的广告的投放的参与度呢
[109:20] 是达到了7.5倍于尾部A色
[109:23] 那这个是说明了什么
[109:24] 大家可以看一下
[109:25] 这是不是说明了周期性产品
[109:29] 就以这类型的产品
[109:30] 它是周期性产品的代表
[109:31] 在新品期的时候
[109:33] 是不是头部A色
[109:34] 它并没有一开始就去把流量充得很大
[109:37] 而是在第一个促销节点到来之前
[109:40] 它在做什么事情
[109:42] 稳定的去建立自己的转化效率
[109:45] 通过好的转化效率和好的数据表现
[109:49] 来为它自己接下来要到达的第一个旺季节点
[109:53] 和后续的两到三个促销的周期
[109:56] 去储备它自己的数据资产和表现
[109:58] 所以这个是我们看到的在新品期
[110:00] 我们的通过数据来讲
[110:02] 我们去分析出来
[110:03] 头部A色它做对了的一些事情
[110:06] 那我们进一步的来看看成长期
[110:09] 在成长期的这组数当中
[110:11] 大家有没有发现有一个非常有意思的信号
[110:15] 点击增速也就是click
[110:17] 我们看看是不是它增速是远远快于前面的曝光的增速
[110:23] 这个时候虽然曝光和点击都有在往上走
[110:26] 走但是的话明显能看到的是
[110:29] 点击的增速其实是要高于曝光的增速的
[110:32] 那这说明了什么
[110:34] 这说明了其实头部A色的广告
[110:37] 它对于消费者的吸引力
[110:39] 还是在持续增强的
[110:41] 而这个时候我们进一步来看看转化率
[110:45] 转化率是不是依然是保持于尾部A色的1.6倍
[110:48] 而ROES也是很稳定的控制在了1.2倍于尾部A色
[110:52] 那么这个时候我们就发现说
[110:54] 其实这个数据背后去体现的是头部A色
[110:57] 它已经去积累了第一轮积累下来的这样一些优势
[111:01] 在大厨期间在第二轮的时候
[111:03] 帮助它以更高的效率去承接住
[111:07] 承接住了这一波第二波流量和第二波的促效
[111:10] 所以这个是它的成长期
[111:12] 我们看到的一组数据当中给到的一些参考
[111:17] 那到了成熟期
[111:18] 我们再来看一下成熟期
[111:19] 成熟期当中的话
[111:20] 有一个非常关键的动作
[111:22] 我不知道大家有没有关注到
[111:24] 大家主动
[111:24] 大家看一下这个时候它做了一个什么变化
[111:26] 大家看一下有个数在变
[111:29] 哪个数
[111:31] 大家都会关注的
[111:32] 净价对吗
[111:33] CPC
[111:33] CPC在这个时候的话
[111:36] 乘数期头部A色
[111:37] 它主动是把CPC提到了
[111:38] 尾部A色的两倍之高
[111:40] 这个是它在整个三个阶段当中
[111:41] CPC相对于尾部A色来讲
[111:43] 最高的一个阶段
[111:45] 那么为什么它在这个时候
[111:47] 它要这么做呢
[111:48] 我们再把视线放回到impression跟click
[111:53] 也就是曝光和点击这个数上
[111:54] 大家可以看一下曝光和点击
[111:56] 是不是这个时候差距进一步的拉大了
[111:58] 拉得非常之大
[111:59] 41倍和51倍之多
[112:01] 但是我们再回过头看看CPC的右边
[112:04] CVR是不是依然保持在1.6倍
[112:07] 没有下降
[112:08] 那这意味着什么
[112:10] 其实在这个时候会发现
[112:12] 这个时候头部卖家
[112:14] 它在第三个的促销的周期当中
[112:17] 它选择的策略是用什么
[112:19] 用利润来去换户成核
[112:22] 通过前面两轮
[112:24] 它积累出来的
[112:25] 不管是品牌优势也好
[112:27] 还是销量
[112:28] 以及它的转化率
[112:29] 以及它的这个评价
[112:31] 等等的优势
[112:32] 它在这个时候
[112:33] 它通过提高
[112:34] 主动提高竞价
[112:36] 来去帮助自己呢
[112:37] 虽然去损失了一点利润
[112:39] 因为我们这一时候看
[112:40] Rowest是不是跌到了1.1倍了
[112:42] 并没有像之前
[112:43] 新品集合成长机那么高了
[112:44] 它其实是在用一个
[112:46] 适当牺牲利润的
[112:48] 这样一个关键动作
[112:49] 来去帮助它去换得
[112:52] 自己在这个周期内的一个
[112:53] 品牌护成核和流量护成核
[112:55] 所以总体而言
[112:58] 我们会发现
[112:59] 周期性的产品
[113:00] 头部Ason
[113:01] 它的打法
[113:02] 总结为一句话呢
[113:03] 就是什么
[113:04] 高效率
[113:05] 高转化的效率
[113:07] 去贯穿它的整个全程
[113:08] 同时以CPC的投放和投入
[113:12] 来去换取跨周期
[113:13] 竞争壁垒建立的优势
[113:15] 它每一轮的评论和数据的累积
[113:18] 其实都是为它下一轮的
[113:20] 周期性的这个旺季
[113:22] 去锁定的自己的一个竞争的资本
[113:26] 那具体而言
[113:27] 这样的一个广告打法
[113:29] 又是怎么去落地为
[113:30] 具体的实操的呢
[113:31] 在三个阶段
[113:32] 我们到底把这些数据
[113:34] 怎么转化为实施在在的
[113:35] 广告投放呢
[113:36] 在这里的话
[113:37] 我们也听听阿淼老师
[113:39] 他的一些分享
[113:40] 好的
[113:41] 齿阳老师
[113:42] 那听过了齿阳老师
[113:44] 对于亚马逊广告
[113:45] 官方的一些数据洞察
[113:47] 我们来看看
[113:48] 在实际的实操中
[113:50] 我们的广告思路是什么
[113:51] 是什么样的
[113:52] 好
[113:53] 周期性的服饰
[113:55] 服饰类的产品呢
[113:56] 我们可以用这个万圣节女巫的扮演服来理解
[114:00] 所以这个
[114:02] 这个新品期它的重点是
