[000:00] 好 我看现在逐步有卖家朋友们已经进入到直播间了
[000:20] 那首先第一个也是非常感谢大家在今天下午的时间能够抽出两个小时
[107:14] 拿结果拿利难
[107:16] 把利润做到最大化
[107:18] 在这个里边的话
[107:19] 其实我们先来看一下
[107:21] 左侧的这块的一个
[107:23] 广告的一个预算占比
[107:25] 那么关键词的话
[107:26] 预算会保留
[107:27] 会保留
[107:28] 那么同时展示型广告
[107:31] 会增加到25%
[107:33] 商品推广呢
[107:34] 里边的话会放20%
[107:36] 品牌推广会放到15%
[107:39] 为什么要去放展示型呢
[107:41] 还有呢
[107:41] 品牌推广这块的话
[107:42] 会比之前的话
[107:44] 有所增加
[107:45] 而且打的一些核心词
[107:46] 因为这两种广告类型的话
[107:49] 它对比商品广告的话
[107:50] 展示效果要更加丰富
[107:51] 通过呢
[107:52] 我们现在的话
[107:54] 你能看到
[107:54] 亚马逊后台这个
[107:55] 我们迈它更新出来
[107:57] 一个新的功能
[107:57] 就是SPV
[107:59] SPV这个功能
[108:00] 那么我们40%
[108:03] 在商品推广手动观念词里面
[108:05] 这40的话
[108:06] 不是全由我们
[108:08] 但之前单纯的打词啊
[108:10] 一定要把你的什么呢
[108:11] 之前在你的成长期里边
[108:13] 测试出来这种优质的
[108:15] 好的这种转化效果非常好
[108:18] 这种视频
[108:18] 你放到SPV里边
[108:21] 去做一个投放
[108:23] 增加到里边
[108:24] 因为它里面的话呢
[108:25] 是能够给我们快速抓取出来
[108:27] 产品一些卖点的
[108:28] 那么这个新功能的话呢
[108:29] 我们也可以请一下
[108:30] 主要老师的话呢
[108:31] 来我们详细去介绍一下
[108:33] 好的
[108:35] 那这个新功能的话
[108:36] 其实对于卖家来讲的话
[108:37] 我们不用去
[108:39] 它就是在我们现有的
[108:41] 这个商品推广的广告活动当中
[108:43] 去进行
[108:44] 去进行
[108:45] 你想要去添加的
[108:46] 这些视频的
[108:48] 这个产品视频的
[108:49] 一个添加就可以了
[108:50] 它是可以帮你去进一步的
[108:51] 去放大你现有的
[108:52] 这种投放效果的
[108:53] 这是第一个
[108:54] 那第二个的话
[108:55] 就是我们可以结合好
[108:56] 这样一个形式
[108:57] 来去上传一些
[108:59] 我们目前的话
[109:00] 是告诉大家说
[109:01] 是可以上传
[109:01] 一到五个
[109:02] 不短于七秒的视频
[109:03] 那你上传之后的话
[109:04] 其实每一个视频的话
[109:05] 都可以帮你去
[109:06] 展现你的这个产品
[109:08] 在不同的
[109:09] 这样一个消费者
[109:10] 关注的功能点上
[109:12] 那它其实对于
[109:13] 你本身功能的一个展示
[109:14] 和你的一个实际
[109:15] 使用效果的展示
[109:16] 是一个非常好的
[109:18] 一个呈现形式
[109:18] 所以说的话
[109:19] 如果说Maya朋友们
[109:20] 如果说我们今天
[109:22] 是在一个成熟期
[109:24] 且是季节性的一个款式
[109:26] 那我需要去做一个
[109:27] 全面放量强量的
[109:28] 这样一个阶段的话
[109:29] 那么大家可以
[109:30] 不妨试用一下
[109:31] 目前刚刚推出来的
[109:33] 商品推广视频样式
[109:34] 也就是简称SPV的
[109:36] 这种投放机式
[109:36] 来去看看
[109:37] 它是否能够更好的
[109:38] 能够帮你去做
[109:40] 移动端的
[109:40] 这部分流量的
[109:41] 一个切入和转化
[109:42] 好的
[109:44] 那刚才大宝老师
[109:46] 也跟大家分享了
[109:47] 关于节节性功能
[109:48] 配置款的这类产品
[109:50] 我们在围绕着
[109:51] 超越性价
[109:52] 期望性价比的
[109:53] 这个维度上
[109:54] 我们怎么去落到
[109:55] 具体的广告投放当中
[109:56] 那我们最后再来看看
[109:58] 对于功能配置款
[109:59] 它还有另外一个类型
[110:01] 就是它对于
[110:01] 季节影响性
[110:02] 不是那么大的
[110:03] 那种功能配置款
[110:04] 比如说像
[110:05] 男士的西装领带
[110:07] Nectide
[110:07] 这样一个产品
[110:08] 我们以这个
[110:09] 真实的产品为例
[110:10] 来看看广告
[110:11] 到底应该怎么去投放
[110:13] 好
[110:13] 那还是回到
[110:15] 这样的一组
[110:16] 数据当中
[110:17] 这个是来自于
[110:18] 亚大逊广告
[110:19] 今年新推出的
[110:20] A-SEN的生命周期
[110:21] 我们进一步的去把
[110:23] 美国服饰品类的
[110:25] 细分内幕的
[110:26] 生命周期趋势图
[110:27] 去做了这样一个
[110:28] 细致的拆解
[110:30] 在这个趋势图当中
[110:31] 大家可以看一下
[110:32] 左边是Nectide
[110:33] 这个内幕
[110:34] 25%
[110:35] 头部25%的A-SEN的
[110:36] 生命周期趋势图
[110:37] 右边是Bottom
[110:39] 25%的A-SEN
[110:40] 那么可以明显的看到
[110:41] 在这样一个
[110:42] 类目当中的话
[110:43] 头部A-SEN
[110:45] 25%的A-SEN
[110:46] 它在第17和第30个月
[110:48] 达到了两次销售峰值之后
[110:50] 它依然在有
[110:51] 它的一个高峰
[110:53] 出现在36个月以上的
[110:55] 这样一个维度上
[110:56] 但是的话
[110:57] Bottom A-SEN的话
[110:58] 我们可以看一下
[110:59] 在第14个月和第26个月
[111:01] 达到它的销售峰值之后
[111:03] 它就开始出现了
[111:04] 一个下滑的趋势
[111:05] 那这类型的产品
[111:07] 会发现
[111:08] 它的这个头部A-SEN
[111:09] 相对于尾部A-SEN来讲
[111:10] 它的生命周期
[111:11] 大概是能够长1.2倍之久
[111:14] 那么头部A-SEN
[111:15] 在这个过程当中
[111:16] 它们到底做了哪些事情
[111:18] 我们还是细拆到
[111:20] 头部A-SEN
[111:21] 在三个阶段
[111:22] SP以及SB的
[111:24] 一个参与度的
[111:25] 一个数据上
[111:26] 那在这组数据当中
[111:27] 我们可以看一下
[111:28] 这组数据
[111:29] 它有一个很大的特点
[111:30] 是什么
[111:31] 大家可以看一下
[111:32] 新品期是不是发现
[111:34] 有一个特别亮眼的数字
[111:36] 对吧
[111:37] 19.5倍
[111:38] 与尾部A-SEN
[111:40] 在点击量上
[111:41] 那这个部分的话
[111:43] 是我们看到在新品期
[111:44] 它尤其做的好的一个地方
[111:46] 那么这一点的话
[111:47] 会发现什么点呢
[111:48] 会发现说
[111:49] 我们在结合旁边的这个CPC
[111:52] 可以看一下
[111:53] CPC的话
[111:54] 是不是在一开始
[111:55] 它都是以0.9倍于尾部A-SEN的
[111:59] 这个出价来去出
[112:00] 那我们就会发现
[112:01] 它其实在一开始
[112:02] 它并没有去快速的去拉曝光
[112:05] 反而呢
[112:06] 去通过提高点击量
[112:08] 来去提高整体的一个投放的效率
[112:11] 通过提高点击量的方式
[112:13] 来去达到一个比较好的一个转化率
[112:16] 那么从而去给自己去做一些早期的健康的
[112:20] 这样一些广告数据的表现的积累
[112:22] 那么从成长期开始
[112:24] 我们会发现
[112:25] 它在早期积累的这些数据
[112:27] 开始出现
[112:28] 呈现出来一些质的变化
[112:30] 那么具体就变化在第一个
[112:32] 我们可以看到
[112:32] 在点击和曝光上
[112:34] 都有非常明显的上升
[112:36] 并且在这个阶段
[112:38] 转化率开始持续拉高
[112:40] 那么在这个阶段的同时的话
[112:42] 他们也在去结合SB的投放
[112:44] 来去帮助自己呢
[112:46] 去做一些更大范围的流量的获取
[112:49] 那么到了成熟期
[112:51] 我们会进一步的发现
[112:52] 不管是点击也好
[112:53] 曝光也好
[112:54] 它的整体的这样一个
[112:56] 呈现的一个趋势呢
[112:58] 是一个明显一个非常大的一个变化
[113:00] 所以整个从它的一个新品期
[113:03] 到成长期到成熟期
[113:05] 三个阶段的数据呢
[113:07] 我们会发现一个核心的点
[113:08] 是在于说
[113:09] 头部AZEN
[113:10] 他们采用的其实是一种
[113:11] 以精准高效突围的方式
[113:14] 在这个市场上去打开自己的局面
[113:17] 那么在中后期
[113:18] 在成长期和成熟期呢
[113:20] 去见识关联的品类
[113:22] 来去做自己的一个产品的爆发
[113:24] 那为什么这么讲呢
[113:26] 是因为我们也同步去看了一下
[113:28] 在这个市场上的一个
[113:30] 整体的品牌集中度的情况
[113:31] 那么会发现说
[113:32] 整体前面的五个品牌的点击量的话
[113:36] 它的占比呢
[113:37] 是能够达到60.83的
[113:38] 那就说明了
[113:39] 在这个类目下的话
[113:41] 它的一个头部的集中度的话
[113:43] 还是相对比较集中的
[113:44] 所以在这样一个头部
[113:45] 相对集中的一个情况下的话
[113:47] 我们进一步的去拆解
[113:48] 到了广告数据上来看
[113:50] 我们就会发现说
[113:51] 那么他们在前期的话
[113:52] 用的就是一个精准高效突围的策略
[113:55] 那么到了中后期呢
[113:56] 去借助SB
[113:57] 以及其他的关联品类呢
[113:59] 来帮助自己去做一个快速的成长和爆发
[114:02] 那具体怎么去把这个精准高效突围和届时关联品类爆发的这样一个策略
[114:08] 最终落实到具体的广告答法上
[114:11] 我们来听听大鹏老师
[114:13] 他的一些分享和见解
[114:14] 好
[114:15] 那到了这个五季节性的一个功能配置的广告答法上面的话
[114:20] 我们来看一下
[114:20] 新闻期里面呢
[114:22] 其实
[114:22] 建议大家的技术可以考虑呢
[114:25] 前期初期啊
[114:26] 我们不是拼这个曝光
[114:28] 不拼曝光我们拼什么
[114:30] 拼效率
[114:31] 这里面的话
[114:32] 我们主要可以考虑呢
[114:34] 借是关联流量的话
[114:35] 来去做一个产品能启动
[114:37] 因为我们不难的话
[114:38] 会发现呢
[114:39] 里面在一些具体的核心词上面的话
[114:42] 我们初期可能确实
[114:44] 里头广告价格的话
[114:45] 建议性价比较贵
[114:47] 但是呢
[114:48] 我们又想要前期新闻期能够有订单
[114:51] 能够给我们带来排名的一个提高
[114:53] 那么我们就可以考虑呢
[114:56] 用到以下的这种广告结构
[114:58] 第一个的话呢
[114:59] 就是商品广告里面
[115:00] 我们关键词呢
[115:01] 其实我们可以聚焦一些常委的这种
[115:05] 关键词上面
[115:06] 因为常委关键词上面的话呢
[115:08] 它包含了一些具体的
[115:10] 可能是材质呀
[115:11] 颜色
[115:12] 包括Piece数量
[115:13] 比如说以太为例的话
[115:14] 可能比如说需要6Piece或者4Piece
[115:17] 那需要这种彩色的
[115:19] 或者印花的
[115:20] 还是不印花的
[115:20] 还有呢这种各种的颜色
[115:23] 或者纯色呀
[115:23] 还有说是有这种
[115:24] 混色搭配
[115:27] 对吧
[115:27] 都是可能顾客
[115:28] 在所有随便可能会出现的词
[115:30] 所以在这部分的话
[115:31] 我们布局这种常委词的一个流量
[115:33] 那么再往下来看的话呢
[115:35] 我们也得去布局一下
[115:37] 关联的一个使用场景
[115:39] 因为顾客的话呢
[115:40] 买这个领带
[115:41] 他不会单独去为了带这个领带
[115:43] 而买这个领带
[115:44] 他是为了比如说去适配
[115:45] 比如说我要穿西服
[115:47] 所以有可能会去带这个领带
[115:48] 所以呢我们也可以去考虑
[115:50] 比如说打一些相适配的一些
[115:52] 使用场景词
[115:53] 那往下来去看的话呢
[115:55] 商品推广里面
[115:56] 我们可以放到35%的预算的话呢
[115:59] 放到这种关联的一个场景
[116:01] 来去做一个上下游能够组合搭配产品的一个
[116:05] 投放
[116:06] 我们可以比如说投放到这种西服呀
[116:09] 或者说领带夹
[116:10] 以及呢就是这种能够组合搭配的
[116:13] 其他的一些使用场景里面去
[116:15] 借助关联流量的话
[116:16] 带动一个产品的一个订单提高
[116:19] 这个逻辑点的话
[116:20] 其实跟我们平常的话
[116:21] 在去线下购物商场一样
[116:23] 就是你去了线下之后
[116:24] 你会发现
[116:25] 今天你挑个衬衣
[116:27] 那营运员的话
[116:28] 他一定不会是单独
[116:29] 给你只拿这件衬衣
[116:30] 他还会随手拿一个领带过来
[116:32] 对吧
[116:32] 当你一期穿完完成之后的话
[116:33] 他会跟你说
[116:34] 发现你真的很适合呀
[116:37] 对吧
[116:37] 这个衬衣配的领带
[116:39] 一高兴的话就是领带和衣服一起买
[116:41] 所以呢我们再去做这种类型产品以后呢
[116:43] 尤其是这种
[116:44] 无计心的共同配置款
[116:46] 一定要注重这种关联流量的布局
[116:48] 同时呢
[116:49] 10%的话
[116:50] 我们可以放到这栋梦里面
[116:52] 给我们去抓取一下
[116:53] 我们之前没有看到的一些
[116:56] 比如说上海周边的一些产品
[116:59] 那些AZEN
[116:59] 包括一些关键词
[117:02] 如果确实效果好的话
